text,value
aja,NEGATIF
bagus kunjung saran datang sore karna siang panas sekaleeeeee,POSITIF
teryata security basement tugas patung mintain tolong bantu balik orang bantuanya wkwkw,NEGATIF
seru sekaliiii,POSITIF
unjung pagi pagi panas sore matahari panas bus antar keliling resto area candi sewa sepeda fasilitas candi,POSITIF
aja,NEGATIF
jaga tiket kapal baek ngeselin jd males,NEGATIF
lengkap,NEGATIF
mampir pasar ikan lumayan sepi mgkn jumat siang puasa lgsg sapa smua jual ikan fresh komplit seru jalan bentar,POSITIF
salah destinasi libur pantai kuliner seafood nih pasar ikan tradisional pantai pasar ikan beli ikan langsung nelayan tepi,POSITIF
nikmat makan seafood murah beli pasar ikan arah pilih rumah makan seafood pesisir pantai angin kencang ombak khas pantai laut lepas pasir warna hitam kawasan lelang ikan nelayan deret kapal nelayan fasilitas lai sedia mushola parkir luas toilet,POSITIF
makan minum super mahal beli harga contoh daerah jogja harga makan sebernanya harga sahabat coba harga mizone,NEGATIF
ban suru balikin mulu guard nya ap nyerokin daun kering doang krjanya,NEGATIF
main air lengkap dijogja promonya,POSITIF
jalur kunjung arah unjung arah sesuai tunjuk arah khawatir tubruk unjung arah lawan tunjuk arah rute hewan banyak ekor kandang badak jerapah kanguru macan tutul,POSITIF
krg awat n hibur anak tdk da,NEGATIF
gak masuk candi atur gak mutu,NEGATIF
jalan candi rute lelah anak orang tua,NEGATIF
exit parkir macet exit parkir gerbang jd macet jam tutup mall menit macet br mall saran tambah gerbang ecit parkir,NEGATIF
kesini,NEGATIF
pantai ramai tutup akibat ppkm,POSITIF
letak belah barat pantai parangtritis khas nikmat masakan ikan laut beli pasar ikan sana warung warung masak ikan beli,NEGATIF
pantai kotor shg tdk nyaman utk nikmat fyi krn menu tdk cantum harga lebaran kmrn makan seafood salah warung harga udang kg k cumi kg k kelapa muda utuh k butir ikan bawal hitam ons k enak,NEGATIF
sayang kunjung kemarin foto foto harga tiket masuk jangkau pandang bagus salah bukti sejarah raja hindu buddha indonesia wajib,POSITIF
salah taman satwa jogja nyaman lengkap bersih jawa,POSITIF
parkir lumayan mall luas,NEGATIF
lumayan rem sih lihat,POSITIF
cocok utk break makan siang wisata putar tritis pantai cemarasewu,POSITIF
ikan segar,POSITIF
kesini dec pribadi nikmat musim libur ukir dinding tebing selesai parkir kepung tanah merah hujan tanah belokk tempat panas shade teduh untum foto exist social media sedia burung hantu foto bayar ikhlas jangkau natal sedia properti natal eskimo an foto lumayan lucu bunga an besi naik foto atas susah duduk nunggu rumah makan bawah gila wd eits bayar yah tumpang max orang disetirin keliling wd pakai helm ya mayoritas mobil jimny or katana atap buka,NEGATIF
nextime kesini,POSITIF
masjid pantai,POSITIF
berisik ga nyaman rental atv,NEGATIF
lumayan kelas tengah,NEGATIF
harga tiket masuk k orang kalo bus wisata tau ya bagus sih spot foto keren murah mantap,POSITIF
emeizing sejarah indonesia tiket masuk dewasa rb anak rb kalo ga salah parkir luas bawa payung aja tp suka sewain payung rb an juara candi suka pakai acara live music protokol sehat cuci tgn dmn wajib pakai masker,POSITIF
luas indah,POSITIF
sampah dimanamana gaes,NEGATIF
pantai indah tata bersih masuk karcis tiket mantap pokoke,POSITIF
tebing batu ukir naga letak tinggi sore suasana bawah panas,POSITIF
pantai nggak jernih sih kuliner ikan segar pantai depok surga,NEGATIF
tgl des air keruh filter air gak maksimal beda kayak waterpark air bening biru jarum jatuh aja,NEGATIF
mahal tiket,NEGATIF
kesana sore an tdk panas,POSITIF
penuh,POSITIF
nyaman masa pandemi masuk mall ketat prokes parkir luas store makan,POSITIF
deket rumah mall nya enak nyaman kalu weekend rame tp kondisi makan foodcourd enak enak,POSITIF
sayang kunjung latar halaman candi bagus keren bangun nya karya jaman leluhur jaman,POSITIF
pandang indah kembang sarana prasarana,POSITIF
parkir mahal parkir kog ribu nama peras trlalu luas lokasi bonbinnya hewan seadaany,NEGATIF
angin kenceng panas,POSITIF
temaptnya bagus tarik muas mas binatang gak lihat kandang binatang gak kosng melompong kecewa,NEGATIF
walopun berangkat gasik tetep sampe depok udah rame orang,POSITIF
kelola wisata profesional covid unjung harap taat protokol sehat pintu masuk sedia cuci tangan kelola harga tiket masuk ribu rupiah ribu rupiah paket wisata candi ratu boko pilih candi ratu boko shuttle gratis bolak prambanan ratu boko area prambanan luas butuh komplek candi full,POSITIF
enakk makan ikan bakar liat pandang laut kapal nelayan jugaa milih jenis masakan seafood byk tawar ikan bakar cakalang harga jangkau kilo dihargaai k isi ikan cakalang adaa menu cumi goreng tepung kerang hijauu asam manis kepitingg hasil laut rekomen bgd utk wisata keluargaaa,POSITIF
bela bain parangtritis zonk kotor banget pantai,NEGATIF
tempat bagus suasana alam bekas tambang batu wisata ok foodcourt murah keliling mengunakan jip murah banget,POSITIF
main prambanan gak cuman jam kunjung aja nambah sampe puas prambanan see u next time,POSITIF
makan seafood mahal biaya masakinnya,NEGATIF
rasa sensasi ikan bakar depok beda,POSITIF
warung ga jujur,NEGATIF
bagus ramai pas sunrise sunsets amazing pokok by rohman,NEGATIF
mantap,POSITIF
pantai kenal beli ikan makan retribusi masuk parkir mobil sewa atv rb menit,POSITIF
pantai bagus ppkm lumayan bersih kaget mnt duduk kursi pinggir pantai langsung nyamperin trus suruh bayar rb,POSITIF
pantai pasir hitam ombak maklum pantai selatan indah beli hasil laut langsung nelayan lokasi mudah temu jangkau,POSITIF
sabtu klr mobil jam bru bs klr mall jam lbh loket klr tugas pd tdr kali tdk atur pdhl msh padat tdk nyaman jam klr dr mall sdh tau ramai sabtu minggu tugas tdk,NEGATIF
mahal,NEGATIF
mall nya bagus ramah susu tugas ruang laktasi aktual ruang kunci ruang buka tdk layak laktasi bayi tunjuk ruang laktasi silah baik,NEGATIF
salah tuju wisata pantai kuliner ikan laut harga mahal,NEGATIF
indah tiket masuk jangkau,POSITIF
panas banget kunjung kesini siang bawa payung toilet bau pesing uang bersih,NEGATIF
wahana taman main air populer jogja cocok banget rame main selamat coba,POSITIF
unjung,NEGATIF
nyaman lepas lelah makan hidang laut pilih warung pantai jalan,POSITIF
wisata keluarga anak anak suka aneka satwa cm cari jerapah tp pandemi senang tiket mahal bebas wahana kereta kapal,POSITIF
jalan objek wisata tantang karna daki tajam lokasi wisata masyaallah bayar tempat indah tiket masuk parkir murah riah pandu wisata ramah spot foto keren masuk sholat khawatir mushollah nya super super bersih air lancar tarik makan minum murah jamin betah lama sana tebing breksi kereeeeeeeeeeeennnnnnnnnnnnn,POSITIF
ga recommended dateng tugas ga ngatur pakai ban ban batas wahana aja dudukin ban istirahat musti ganti laen ga worth it deh harga promo mending bayar full nikmat bayar promo gin unjung kaya pasar fasilitas batas,NEGATIF
kali kunjung tebing breksi mnt malioboro jalan tanjak suasana riang saran jam sore atas jam sore panas tebing si ukir rekreasi kebun mangga pendek langsung petik langsung nikmat dteng ya gaess,POSITIF
asik anak anak bagus edukasi,POSITIF
pantai kotor sampah tiket masuk mahal pantai bersih tiket masuk k orang plus parkir motor k mobil tau samping pantai landas pacu spot foto keren samping nya tumbuh pohon pohon cemara hijau nya latih nyetir mobil,NEGATIF
favorit makan view ombak laut menu ikan laut murah klo pantai parangtritis lupa mampir kesini ikan langsung nelayan atv jg,POSITIF
rekreasi rekomendasi jogja,POSITIF
diskon tiket masuk rb rb water park besar jogja wahana desain anak orang dewasa kolam ombak kolam sungai alir perosot anak dll adrenalin junkies coba seluncur dr tinggi tara gedung lantai cocok wisata keluarga,POSITIF
pantai lelang ikan pasar gemar seafood cocok buru ikan kepiting udang dll murah,POSITIF
rp rb orang tiket masuk rp rb parkir mobil beli ikan beli ikan guys pantai laut selatan nikmat renang,NEGATIF
biaya ribu dewasa biaya ribu anak anak atas worth it sih harga segitu tiketing foto sih desa kalah foto adat tatakrama etika nya btw pandang nya ya keren harga tiket no debat istilah kasar pintu jalur pintu lewat lewat pasar jubel desak desa masker social distancing btw masuk pakai rapid antigen check suhu suruh social distancing cuci tangan x sewa payung harga ribu khusus beli air mineral area candi prambanan lapang lapang pilih exit candi nya pintu exit hewan situ istilah kebun binatang,POSITIF
binatang buas,NEGATIF
pantai depok cantik,POSITIF
hotel panas ac nya,NEGATIF
jalan pantai depok,POSITIF
keyeeenn abizzz tempat libur keluarga lepas penat,POSITIF
panaaassss gersanggg,NEGATIF
selamat siang mohon maaf sy kecewa sewa gazebo nya tempat oke teduh sy jg tdk masalah biaya timpal aja tau kl gazebo sewa orang numpang duduk tolong tanda gitu biar org tau kl gazebo sewa sewa gazebo bayar org pakai kt plg sptnya tdk jaga tutup gazebonya jd pakai sm org mohon perhati unjung nyaman terimakasih,NEGATIF
bersih varian makan ikan nya seger,POSITIF
layan ramah treatment nya bagus tempat nyaman bersih pokok gak nyesel deh dateng,POSITIF
wah tarik anak anak dewasa,POSITIF
tempat bagus htm murahhh cm k parkir k recommended yaa viewnya masyaallah,POSITIF
pantai pasir item kotor prahu nelayan pinggir pantai air keruh,NEGATIF
pantai bersih jual jual ramah beli ikan puas sana masak pokok mantap,POSITIF
tempat bagus tp tata rapi,NEGATIF
dear hartono mall tolong lift tolol dibenerin,NEGATIF
marketingnya ramah minggu ditelp minggu nanggapi selsa itu setelag telp,NEGATIF
enak nya pantai depok anak renang kol renang enak pasar ikan segar,POSITIF
b aja jelek,NEGATIF
keren bget utk wahana recommended,POSITIF
nya mudah jangkau kota ga jam motor kesini ken kuliner seafood beli ikan segar pasar bawa warung dimasakin pas kesini tawar utk warung aja beli ikan orang jual pinggir pantai mahal dikit sih tp pas saji maknyus warung belakang ga dpt pandang terbanyar makan enak banget bungkus bawa pulang aja krn ga sanggup habisin kalo pantai lumayan pantai pasir putih bersih ombak renang kali kalo jogja ken kesini makan seafood,POSITIF
mall bersih lengkap mall favorit,POSITIF
hotel marriot ngayogyokarto hadiningrat nila kelas,POSITIF
mantap pantai tp hotel bersih,NEGATIF
pantai ombak saran renang dekat bibir pantai ya tarik wisatawan beli hasil tangkap nelayan langsung kapal kapal nelayan rapat pinggir pantai beli pasar ikan parkir rumah makan sedia seafood harga standar mahal,POSITIF
kenal hewan tempat nyaman,NEGATIF
bahaya,NEGATIF
nya seru anak libur keluarga,POSITIF
mahal masyarakat murah ibukota negara dagang loket paksa anak,NEGATIF
mal luas bersih nyaman toilet air nya tolong perhati sajak ya ga bau,POSITIF
asyik beli ikan segar,POSITIF
wisata tebing breksi wisata alam tebing bagus,POSITIF
ragu cantik kompleks candi prambanan cinta nikmat megah candi puas unjung candi sudut candi nya kunjung spot wisata area kompleks berselfie kini tourism information centre kereta wisata keliling lelah tiket k pandemi,POSITIF
leh uga pantai muara kali opak hati arus deras,POSITIF
mantap,POSITIF
kotor tugas bersih guna biaya retribusi,NEGATIF
mahal harga tiket,NEGATIF
cocok makan ikan,POSITIF
indah,NEGATIF
kali tebing breksi sana tukang foto bantu abai moment bayar sukarela tp hasil foto ga kaleng kaleng so bayar layak bersih sedia alat beli minum korea wkwk maap kali make alat,POSITIF
rekreasi tarik,POSITIF
senja indah banget bagus banget lihat pandang,POSITIF
salah objek wisata kunjung yogyakarta ga pusat kota tiket masuk tiket parkir murah parkir luas saran klw tempat pagi jam klw nggak petang jam,POSITIF
lumayan seru sayang wahana speed boat dll buka sabtu ahad kunjung gembira loka buka senin kamis harga tiket rp khusus sabtu ahad tanggal merah harga tiket rp makan binatang hiks,POSITIF
makan ikan liat sunset cangik banget jogja jd klo jogja lupa,POSITIF
bagus bangun direhap,POSITIF
indah senang,POSITIF
ribet utk belanja,NEGATIF
hibur murah lupa bawa joran ya,POSITIF
alam raja,POSITIF
panansnya guys kalo siang tp ga khawatir ya karna sewa payung sore sunsetnya bagus banget malam syahdu banget nih balkondes kumpul makan keluarga panggung gembira trail keliling lapar tenang aja guys food court lengkap,POSITIF
salah objek wisata wajib datang kunjung jogja candi prambanan candi roro jonggrang bahasa jawa translit candhi prambanan kompleks candi hindu besar indonesia bangun abad masehi candi sembah trimurti dewa utama hindu brahma dewa cipta wisnu dewa pelihara siwa dewa musnah dasar prasasti siwagrha nama asli kompleks candi siwagrha bahasa sanskerta makna rumah siwa garbagriha ruang utama candi semayam arca siwa mahadewa meter menujukkan candi dewa siwa utama,POSITIF
nonton jatilan cancel gak cancel bikin unjung kecewa,NEGATIF
pas biaya masak perkg nya rb kg anggap kg kg nya buka berat total ikan menu makan pesan jenis menu makan jebol jg dompet,NEGATIF
rekreasi alam indah sleman yogyakarta,POSITIF
tiket masuk golong mhal iiiichh,NEGATIF
pantai g bs main air plng pas makan view pantai,NEGATIF
asyik tegang seru,POSITIF
moto aja gak,NEGATIF
sejuk indah,POSITIF
baya mobil pribadi bus parkir insyaallah luass,NEGATIF
pilih ikan mu sendri masak sesuai selera,POSITIF
candi tahu anak anak,NEGATIF
nya bagus indah pingin kesana benah bagus,POSITIF
tukang parikirnya killer masuk markirin motor liat ombak gede cabut suruh bayar parkir bilang bom parkir aja katain yaudah cekcok duit tigarebu kasih,NEGATIF
serba mahal sedia mesin atm kolam ombak bahaya utk anak usia awas orangtua tugas awas utk anak anak,NEGATIF
mahakarya nenek moyang bangsa indonesia kagum candi hindu tinggal raja syailendra raja mataram kuno komplek situs budaya area diri candi lingkung awat bersih,POSITIF
parkir motor buruk semramuwut motor ga,NEGATIF
kolam renang depok,NEGATIF
pantai wajib kunjung,POSITIF
bintang c,NEGATIF
pantai jorok kemfroh semrawut kelola padu biar,NEGATIF
mall nya kadang bingung arah hahahaa bersih tugas tiap lantai informasi apa kait mall semenjak pandemi toko tutup masuk scan pedulilindungi cek suhu dr resto biskop hypermart toko barang branded,POSITIF
candi prambanan candi roro jonggrang kompleks candi hindu besar indonesia bangun abad masehi candi sembah trimurti dewa utama hindu brahma dewa cipta wisnu dewa pelihara siwa dewa musnah dasar prasasti siwagrha nama asli kompleks candi siwagrha bahasa sanskerta makna rumah siwa garbagriha ruang utama candi semayam arca siwa mahadewa meter menujukkan candi dewa siwa utama kompleks candi candi prambanan wilayah provinsi daerah istimewa yogyakarta pintu administrasi daerah istimewa surakarta provinsi jawa candi prambanan letak desa bokoharjo camat prambanan kabupaten sleman desa tlogo camat prambanan kabupaten klaten kilometer timur laut yogyakarta kilometer barat daya surakarta kilometer selatan semarang persis batas daerah istimewa yogyakarta daerah istimewa surakarta candi situs waris dunia unesco candi hindu besar indonesia salah candi indah asia tenggara arsitektur bangun bentuk ramping sesuai arsitektur hindu candi siwa candi utama milik tinggi capai meter julang kompleks gugus candi candi salah candi megah asia tenggara candi prambanan daya tarik kunjung wisatawan dunia foto tom mal k pexels,POSITIF
parkir mobil sulit parkir buzt valey mobil muter aja nggak dpt parkir,NEGATIF
ndak wahana,NEGATIF
makan seafood baik ga pake mahal,POSITIF
cocok kuliner spesial ikan segar laut selatan,POSITIF
seafoodnya murah enak senaaaang gon na miss it,POSITIF
pesona laut indah nikmat kuliner bebakaran aneka ikan laut warung makan salsabila,POSITIF
harga dalam wisata mahal,NEGATIF
mall besar jogja gausah kelengakapannya kemarin kesini uniqlo diskon,POSITIF
pantai kotor,NEGATIF
candi rubuh baik,NEGATIF
tebing breksi salah tuju wisata kawasan candi mendut arah candi ijo sana tampil indah karya seni bahan batu padas ukir mahakarya salah foto ukir naga ukir ukir dinding pamer exotisan batu sana lengkap dwngan kedai kedai food court jenis makan lahan parkir luas tampung wisatawan lokal mancanegara pandemi buka breksi syarat unjung laksana vaksin covid aplikasi peduli lindung check in destinasi wisata sana jeep unjung suka adventure jalan jeep penasaran langsung kesana nikmat indah momentum sunset dikarnakan sedia pandang alam sangan exotic nikmat senja ayo kesana langsung kesana retribusi rp parkir makan jajan sang lupa mampir chanel owenn kesanasini bantu subscribe like komentar,POSITIF
neng tpi capek josss,NEGATIF
harga makan minum jasa tawar mahal layan warga ramah,NEGATIF
pas promo bantu baghet utk piknik keluarga layan tugas bagus bantu wahana tutup kurang nya bau lingkung dominan bau aroma pop mie,POSITIF
cuaca panas nyelekit gosong badan,NEGATIF
waspada makan unjung kena harga langit dagang,NEGATIF
bagus tpi nya,POSITIF
google bilang buka sampe tempat tutup cape deh,NEGATIF
candi tinggal adab umat hindu besar bangun raja jawa kuno pohon rimbun sana teduh wahana,POSITIF
pantai depok pantai yg deret dg pantai parangtritis lebih nya pantai depok lengkap dg kuliner shg bs lbh nyantai nikmat kuliner ikan laut,POSITIF
kotor bau sumpek,NEGATIF
mohon tindak lanjut perihal layan langgan mokka caffe,NEGATIF
candi prambanan candi roro jonggrang kompleks candi hindu besar indonesia bangun abad masehi candi sembah trimurti dewa utama hindu brahma dewa cipta wisnu dewa pelihara siwa dewa musnah kompleks candi candi prambanan wilayah provinsi daerah istimewa yogyakarta pintu administrasi daerah istimewa surakarta provinsi jawa candi situs waris dunia unesco candi hindu besar indonesia salah candi indah asia tenggara nama prambanan asal nama desa candi diri duga ubah nama dialek bahasa jawa istilah teologi hindu brahman makna brahman agung brahman realitas abadi tinggi agung gambar kerap sama konsep tuhan agama hindu,POSITIF
libur ya kesini aja,POSITIF
air nya kotor saring bawa makan anak alergi mahal pegawai ramah,NEGATIF
bagus bgt pgn kesna rumah dkt stadion maguwo,NEGATIF
lihat sun sad kuliner sea food,POSITIF
masakan mantapp cari dlu ikan nya pasar bawa plng bawa warung masak sesuai selera pandang sunset bagus,POSITIF
kesini tempat bagus banget kalah water boom kenal jakarta solo or bal wahana lengkap pandemi wahana tutup usaha datang pagi biar coba wahana wahana ber operasi alias jam operasi selamata basah ria kunjung jogja,POSITIF
gembira loka pas buka jam tempat luas teduh kereta kapal free unjung aneka ragam binatang anak senang,POSITIF
kemarin kunjung sepi beda pandemi kios jual ikan goreng tutup ikan udang enak bgt anget fress,POSITIF
renang tempaty muarah luas main bebas biaya bilas luas nggak ngantri aman tas taruh loker tp bayar ya rb makan tdk bawa tahu bawa pintu dititipin ambil pas,POSITIF
tugas ditraining galak macan kandang gak butuh makan unjung,NEGATIF
wisata nyaman nongkrong bareng sore pantai ngobrol teman minum es degan beli hasil laut tinggal pilih,POSITIF
panas,NEGATIF
salah tuju wisata yogyakarta populer beli tawar langsung hasil tangkap nelayan pasar ikan sedia hasil laut nikmat makan laut pantai sedia restoran pinggir pantai lupa tawar wajar,POSITIF
kotor banget,NEGATIF
karna pandemi ramai pantai bersih nyaman,POSITIF
lengkap nyaman luas harga tiket parkir murah rp,NEGATIF
candi prambanan wisata sejarah wajib kunjung umur hidup candi borobudur candi salah ajaib dunia letak panggir jalan lintas jogja solo tepat batas diy kab klaten prov jawa nikmat indah megah bentuk candi keliling lokasi candi jalan kaki kereta wisata saksi video sejarah belanja pernak nih pasar rakyat jalan parkir harga tiket masuk wisatawan domestik ribu rupiah orang dewasa ribu rupiah orang anak bawah selamat unjung,POSITIF
habis makan main pantai,POSITIF
layan sampah ngak prikemanusiaannya pintu masuk pintu ngak hujan deres tetep suruh gembol anak panas hrs pintu cuman jual muter parkir mobil cari rejeki atas derita orang,NEGATIF
bersih kotor foto bayar,NEGATIF
anak anak neng,POSITIF
kuliner laut mahal dr hrga kota,NEGATIF
lokasi bekas tambang batu daur ulang wisata keluarga kelola cantik fasilitas toilet wudhu pisah pria wanita mushola spot photo bayar sukarela tenaga photografer lokal rest area parkir mumpuni tahap kembang moga aspek see u again,POSITIF
security kunci pintu connecting hotel mall tanggal juni shift malem banget mall aja nggak buka in bentar mesti muter lobby bukain aja orang situ kalo gak ramah mending ganti aja orang mudah orang koq susah,NEGATIF
tempat ngga bersih,NEGATIF
merusah harga pasar properti gebang harga gak masuk akal,NEGATIF
enak makan seafood murah seafoodnya milih pasar request masak,POSITIF
tiket masuk kek waterpark loker sewa bayar minim teduh panas panas sewa gazebo bayar minum makan harga wajar kesimpulanya bikin dompet tipissss sesuai promosi ekspektasi,NEGATIF
bagus senang,POSITIF
pilih nikmat pantai hasil dr laut ikan udang cumi dll smuanya sedia dgn hrga yg jangkau nnt tinggal dtg k salah rumah makan dsna untk masak biaya masakkanny jg jangkau,POSITIF
harga tiket dewasa anak pandemi larang bawa makan kunjung air minum candi awat indah pesona,POSITIF
pantai parangtritis nyaman karna ratu nyi loro kidul,NEGATIF
bersih,NEGATIF
laku satpam nya minus tolong ganti outsource profesional,NEGATIF
cocok keluarga anak,NEGATIF
gembok saku motor hilang atur jarak motor malas hartono mending mall,NEGATIF
bbrpa kali pantai depok kali makan tmpat dik bagong pintu masuk belah kiri jual ramah masakan enak sambal mantep harga ssuai ga nyesel bikin nyesel nyesek blum paham aja pintu gerbang parangtritis depok masuk gerbang charge k nominal fasilitas dpat ga tambah charge parkir motor tagih pintu masuk d saran charge masuk k aja ganti voucher beli ikan makan souvenir daerah stmpat nikmatin akses kesana trlalu tunjuk arah just tought,NEGATIF
mall bagus lengkap jogya bersih terap prokes masuk hrs scan peduli lindung d sedia wifi connect,POSITIF
tiket masuk rb parkir rb pagi enak sejuk sepi harga makan murah enak,POSITIF
candi prambanan bangun abad julang meter ornamen kagum cantik candi hindu tanding candi prambanan letak km arah timur pusat kota jogja jangkau bus trans jogja kendara candi bangun minim informasi kabar sih zaman candi bangun malam bukti cinta abadi,POSITIF
parangtritis sih ya gitu gitu aja tempat kotor panoramik,NEGATIF
cocok rider suka test motor acra sunmori ato foto sunset,POSITIF
insya alloh laen kali mampir,NEGATIF
segar alami,POSITIF
wahana seru tiket masuk tinggi,NEGATIF
gersang,NEGATIF
lengkap ga padat unjung belanja jalan santai banget ga buru ga kuatir covid space nya luaaaassss banget,POSITIF
nikmat hidang laut langsung pinggir pantai langsung pilih ikan kerang dll nikmat harga mahal,POSITIF
kesini kuliner cari warung ygdekat bibir pantai asa pantai jgn lupa beli ikan dl murah perasaansaya gimana ya masak kerang cumi kurang porsi,POSITIF
minim makan sehat,NEGATIF
warung buka unjung ramai ciri pantai selatan ombak hati hati main air laut trip jeep harga variasi rb rb rute keliling pantai driver tukang foto,POSITIF
kalo minggu pagi enak mkn bubur pinggir pantai,POSITIF
prosotan jalan fasilitas awat,NEGATIF
jual nggak sesuai fakta lapang iklan wisata malam minim terang minim akses malam,NEGATIF
tempat luas pondok makan fasilitas parkir luas mushala pasar ikan pasar ikan unjung beli ikan masak pondok makan beli bawa pulang pasar ikan lumayan lengkap,POSITIF
main anak buka toko tutup nya mall bagus,POSITIF
ikan bakar mantab,POSITIF
beli ikan pasar lelang ikan masak rumah makan pantai biaya masak pilih ikan masak aja tinggal pilih bahan kepiting udang lobster cakalang cumi jga beli layang layang corak yg pantat kepiting,POSITIF
yg rekreasi minggu pagi cocok kunjung keluarga jam pagi padat unjung harga ikan jangkau yg fresh turun kapal nelayan lupa yaa mandi laut bahaya,POSITIF
kecewa kesana mahal bnyak comming son,NEGATIF
wisata kuliner seafood enak loh,POSITIF
tiket mahal,NEGATIF
pantai depok salahsatu pantai jogjakarta dalam wilayah pantai parangtritis nelayan cari ikan sedia kuliner seafood tempat enak rekreasi cocok bawa keluarga rombong kunjung wisata,POSITIF
wisata ajar sejarah nyaman spot foto backgroun candi foto cetak langsung karikatur wisata pinggir jalan raya,POSITIF
beli tiket masuk via traveloka k ber ots k org lumayan bantu uang bayar main kereta an bocil kasih makan rusa k kereta kelinci k jangkau kalang tengah nyewa payung k sayang duiknya wkwk beli payung gt,NEGATIF
pandang nya baguuuss bangeeet olah raga pacu adrenalinnn,NEGATIF
kesini depan aja haha senang si jogja emang bikin rindu ya,POSITIF
pasar ikan seger seafood,POSITIF
bosen kontil,NEGATIF
destinasi tuju jalan yogyakarta mana nikmat indah alam swafoto properti sedia kelola kesini langsung arah candi prambanan ratuboko searching via google map tiket jangkau layan area cozy htm tiga rb termaauk parkir ukir ukir indah moga kemudi karya inovasi,POSITIF
khusus suka seafood langsung beli nelayan masak warung murah porsi lauk sesuai berat kilo beli bbrapa cemilan khas pesisir keripik anak ikan peyek udang peyek undur laut,POSITIF
kemarin tmpat candi prambanan salah satusejarah indonesia yogyakarta candi indah,POSITIF
wisata edukasi bagus keluarga bawa anak balita cocok ajar tahu dasar anak lokasi sulit capai letak daerah kota yogyakarta skala wisata kebun binatang kota parkir luas over all wisata cocok rombong keluarga spot binatang aktif efek pandemi lupa siap tenaga fisik area kebun binatang luas uras tenaga,POSITIF
minggu pagi yg jual bubur mie pokok banget jajan,POSITIF
oke,POSITIF
biaya skrg mahal utk wisata blm tagih foto spotify nyaman,NEGATIF
pandemi pintu candi tutup larang masuk candi,POSITIF
mantap seafood nya murah murah segar masakan deket pantai pasar masak enak banget gak mahal,POSITIF
pas hunting ikan segar turun kapal nelayan,POSITIF
nyaman,POSITIF
asique kumpul acara keluarga kerabat saudara teman teman,POSITIF
jalan prokes ketat renovasi moga mushola dalam gedung fungsi gedung masuk gedung,POSITIF
wisata alam dg view laut indah g kalah sm parangtritis,POSITIF
pantai kotor unjung buang sampah sembarang,NEGATIF
jaman kuliah,POSITIF
pantai kotor tata rapi,NEGATIF
lumayan,POSITIF
tebing breksi dulunya area tambang batu brexi sangka sisa sisa gali bentuk corak indah orang obyek wisata tempat luas ruang buka hijau duduk duduk enak tebing brexi sore jelang matahari benam lihat sunset hari libur padat kuliner jual area khawatir perut lapar harga standart pampang sumua harga parkir luas u jalan curam saran kendara fit,POSITIF
akses mudah jangkau parkir luas nyaman tenant variasi kesini lorong sempit papas jalan jajar masuk mall pakai prokes cek suhu tubuh hand sanitizer washtable pintu masuk parkir,POSITIF
mall nya luas brand nama,POSITIF
binatang lengkap,NEGATIF
garis pantai pasir warna hitam jual ikan hasil nelayan,POSITIF
pantai kotor shg tdk nyaman utk nikmat fyi krn menu tdk cantum harga lebaran kmrn makan seafood salah warung harga udang kg k cumi kg k kelapa muda utuh k butir ikan bawal hitam ons k enak,NEGATIF
pantai selatan wilayah jogja kolam renang air hangat nya,POSITIF
tau rono,NEGATIF
tebing breksi salah destinasi wisata jogja manfaat bekas tambang batu kelola tarik minat unjung berphoto pandang ciamik berphoto burung hantu tebing pahat wayang naga keliling meyewa jeep fasilitas oke banget luas lahan parkir musola bersih toilet bersih warung warung makan jajan tiket masuk murah riah banget,POSITIF
kesini juni keren banget cinta obyek wisata purbakala tempat bersih tata rapi parkir luas fasilitas lengkap salut jalan arah pulang parkir tangkar rusa senang rusa,POSITIF
mahal tdk mandi bayar anak antar antar gk mandi tetep bayar pool,NEGATIF
pantai jelek sampah urus,NEGATIF
alam asik lelah medan ridding langsung depot lansung hotel griya persada kali urang,NEGATIF
bagus banget,POSITIF
lupa beli ikan,POSITIF
seru asik sayang main drone larang,POSITIF
lokasi bagus,POSITIF
candi favorit jogja sayang masuk candi leluasa puas banding candi borobudur wajin peduli lindung masuk repot repot bawa makan makan nasi lauk pauk titip security kecuali minum bawa masuk htm rp puas,POSITIF
bagus,POSITIF
kesini foto trs cari pantai ombak angin ga main air,NEGATIF
bagus banget tebing nya konon bekas tambang orang problem lutut ato ortu unda nya brasa berat karna tp keren deh putar jogja obyek wisata mantap gila foto graf kemarin untung pas mendung jd panas udara milir sejuk,POSITIF
coba pagi sepi udara seger,POSITIF
kalo jogja mampir nikmatin makan malam ikan bakar,POSITIF
lengkap kalo jogja unjung salah situs sejarah tiket masuk weekend ribu rupiah maksimal masuk kesana candi kenan masuk pandemi covid protokol sehat terap sana kece suhu sedia cuci tangan unjung jaga jarak,POSITIF
bagun tmpat sejarah,POSITIF
keren bos,POSITIF
awat,NEGATIF
wajib datang yogykarta ajar sejarah nikmat atraksi wisata salah satu jemparing seni manah tradisional kebun binatang mini mana domba dkk toko sedia seni makan lelah jalan kaki shuttle,POSITIF
tutup kondisi korona ekonomi warga sulit,POSITIF
tingkat,POSITIF
wisata pantai kuliner masakan laut tepi pantai belanja ikan pasar,POSITIF
wahana tutup kecewa harap tiket rb puas kecewa berat,NEGATIF
